Math_S11,Critical Reading_S11,Citizen Competencies_S11,Biology_S11,English_S11,Quantitative Reasoning_PRO,Critical Reading_PRO,Citizen Competencies_PRO,English_PRO,Written Communication_PRO,Formulation of Engineering Projects_PRO,Cluster,Efficient
62,56,69,77,82,97,86,92,95,73,184,0,1
71,74,59,71,90,78,81,96,91,0,76,0,0
72,60,64,83,73,64,97,74,85,41,198,0,0
68,67,71,75,67,98,77,17,82,46,179,0,0
71,67,72,74,76,94,80,93,95,91,182,0,1
70,68,64,75,60,99,91,36,82,28,92,0,0
50,60,57,56,64,60,75,40,73,88,168,0,1
77,72,66,75,90,95,97,94,100,100,184,0,1
64,48,52,55,60,93,94,62,63,84,176,0,1
48,53,56,61,54,77,56,58,62,87,178,0,1
66,87,81,69,78,91,100,98,99,67,198,0,1
55,62,61,68,70,97,89,89,89,57,200,0,1
57,57,53,59,58,47,57,83,85,53,159,0,1
78,67,69,75,59,98,78,98,88,87,191,0,1
77,74,76,82,78,85,97,98,100,37,198,0,0
66,72,74,71,80,95,95,94,95,33,204,0,0
56,64,62,65,44,97,87,75,72,99,174,0,1
65,59,62,68,82,100,91,92,96,42,168,0,1
87,77,90,71,73,97,98,90,96,16,211,0,0
83,81,74,80,75,67,49,89,87,70,130,0,0
70,60,69,71,73,96,85,49,95,84,163,0,1
74,62,60,78,57,97,93,92,85,55,176,0,1
65,50,62,63,85,60,70,55,90,95,121,0,0
61,55,55,58,62,98,73,74,73,62,98,0,1
66,70,58,68,71,99,84,67,93,37,168,0,1
58,59,61,66,65,90,77,50,55,91,91,0,1
100,70,71,72,68,100,82,94,95,97,192,0,1
66,75,71,73,75,98,81,89,92,98,152,0,1
65,48,52,75,68,92,92,7,80,19,200,0,0
68,64,66,58,55,96,94,70,74,66,157,0,1
85,72,74,82,75,100,96,92,91,31,211,0,0
64,70,64,51,60,98,64,85,70,77,186,0,1
99,71,76,75,70,99,98,100,95,20,211,0,0
59,68,71,58,62,99,93,40,78,67,165,0,1
55,71,61,61,49,95,85,11,59,97,167,0,1
66,64,62,64,48,92,46,56,70,73,175,0,1
64,72,83,68,63,100,84,60,68,89,142,0,0
66,67,71,74,57,97,94,86,58,15,186,0,0
68,67,62,71,82,78,85,92,97,62,177,0,1
62,67,76,68,80,89,31,86,93,5,159,0,0
66,60,69,77,53,83,89,90,80,66,163,0,1
69,62,62,65,58,99,76,100,67,25,190,0,1
62,72,64,66,68,92,90,19,89,86,109,0,0
87,85,71,68,68,91,45,81,88,68,170,0,0
77,62,58,66,60,76,71,65,72,41,202,0,0
67,57,62,63,57,100,75,7,91,95,119,0,1
61,54,53,72,53,99,98,98,53,93,175,0,1
50,59,53,53,58,85,55,87,75,79,168,0,1
57,70,66,61,53,89,42,46,89,77,98,0,0
54,55,59,61,53,91,70,90,77,88,144,0,1
72,68,66,85,78,99,84,87,94,87,192,0,1
93,57,57,61,45,89,93,93,52,52,98,0,1
65,98,82,78,73,100,94,99,86,89,178,0,0
57,79,77,67,85,97,93,97,100,99,221,0,1
70,77,89,75,80,95,91,95,98,72,211,0,0
88,100,77,80,75,99,96,93,91,11,189,0,0
84,74,72,74,68,100,94,96,93,99,189,0,1
66,67,64,72,60,96,94,82,80,55,163,0,1
57,52,60,62,57,81,65,34,85,69,172,0,1
78,71,69,71,82,88,92,91,100,88,193,0,1
64,64,62,68,54,88,70,91,90,93,210,0,1
79,70,89,87,82,98,84,83,100,42,188,0,0
87,68,68,81,82,99,58,59,99,85,124,0,0
54,55,62,63,58,77,56,32,83,62,162,0,1
62,57,69,65,54,91,62,82,60,98,183,0,1
76,79,74,83,67,100,99,100,87,96,189,0,1
92,74,69,100,85,99,100,96,100,58,197,0,0
66,74,68,72,82,94,97,72,91,45,172,0,0
79,62,53,75,58,100,61,73,76,81,165,0,1
73,62,53,65,48,97,50,78,59,9,179,0,0
78,85,81,73,78,95,98,100,95,24,209,0,0
59,68,60,78,67,93,14,19,93,50,173,0,0
85,62,66,67,85,100,90,92,99,98,171,0,1
70,74,90,71,82,96,98,99,99,91,180,0,1
67,62,66,65,75,94,84,54,87,25,157,0,0
71,62,83,67,78,75,74,39,93,64,139,0,0
69,66,69,79,73,99,92,93,89,86,215,0,1
59,62,57,48,65,57,74,75,83,56,166,0,1
60,54,50,61,67,63,60,78,82,71,130,0,1
75,67,66,64,54,97,62,82,92,98,183,0,1
66,74,66,65,76,83,89,94,92,98,158,0,1
66,69,74,61,54,93,40,55,88,3,158,0,0
73,69,83,72,65,85,85,98,59,98,213,0,1
65,62,59,66,62,100,83,58,77,72,143,0,1
56,62,65,61,67,89,67,84,78,80,184,0,1
61,52,58,64,73,95,66,79,88,91,170,0,1
66,67,71,67,75,95,96,85,88,100,173,0,1
59,55,57,57,60,75,98,97,89,67,163,0,1
49,64,55,52,59,73,65,57,61,88,176,0,1
86,52,48,68,43,97,44,77,18,84,121,0,0
73,70,77,72,65,100,79,96,85,18,195,0,0
81,71,69,81,71,43,73,87,86,91,192,0,0
74,74,81,79,82,84,88,92,95,5,169,0,0
59,77,68,66,54,89,86,46,65,41,174,0,0
65,59,59,63,59,99,77,80,78,85,110,0,1
77,68,77,73,70,91,52,71,87,73,195,0,0
68,56,57,57,78,88,73,39,93,81,179,0,1
96,70,83,81,85,100,97,94,97,61,169,0,0
56,57,71,71,54,76,66,75,74,16,178,0,0
57,62,64,72,60,100,80,96,82,65,193,0,1
87,72,71,73,68,100,100,99,85,23,158,0,0
43,39,42,43,41,99,100,96,99,74,214,0,1
52,62,64,58,76,61,73,60,93,76,152,0,1
69,64,72,72,58,81,95,73,87,75,153,0,1
66,67,60,75,49,94,100,85,72,10,144,0,0
61,54,52,64,57,92,64,75,66,68,66,0,1
61,64,71,67,45,97,63,69,55,54,160,0,1
66,62,57,61,53,89,81,86,55,82,153,0,1
60,50,64,71,67,78,65,52,64,56,163,0,0
66,49,50,62,54,97,79,93,70,81,179,0,1
79,72,65,80,63,97,90,75,88,75,164,0,1
70,74,68,72,64,97,100,98,87,80,161,0,1
64,60,64,70,62,98,85,71,72,95,159,0,1
87,72,68,75,55,100,83,93,86,26,168,0,0
66,55,55,64,59,94,31,76,80,52,153,0,1
70,64,66,71,57,90,84,70,78,50,187,0,1
100,64,74,91,73,97,89,97,68,49,179,0,0
86,71,81,100,78,98,86,97,92,66,168,0,0
79,81,65,75,64,87,73,89,83,32,180,0,0
59,62,65,66,63,82,76,68,83,8,152,0,0
69,62,60,74,65,72,86,71,79,57,155,0,1
60,68,57,63,71,76,61,95,94,82,165,0,1
58,70,66,62,73,74,85,88,85,67,184,0,1
75,70,68,74,68,100,94,63,93,25,114,0,0
56,62,62,58,58,74,51,58,54,95,187,0,1
92,74,100,87,68,96,88,23,64,80,175,0,0
65,68,64,61,52,89,89,56,48,42,212,0,1
72,60,64,69,68,97,94,86,80,52,162,0,1
77,77,82,68,70,92,98,99,85,99,184,0,1
77,74,69,77,54,88,79,71,82,17,103,0,0
72,70,64,71,71,81,85,14,79,91,170,0,0
70,87,77,77,59,87,88,88,73,95,226,0,1
56,53,69,73,52,97,38,80,76,32,180,0,1
72,71,76,85,60,92,55,52,75,74,52,0,0
72,52,59,75,48,95,51,74,48,33,178,0,0
83,64,69,77,80,96,73,13,77,76,160,0,0
58,66,69,71,73,97,89,63,80,61,159,0,1
84,100,76,100,70,97,100,94,85,14,171,0,0
75,68,69,85,53,99,94,89,46,70,177,0,1
74,64,66,78,46,72,70,78,58,82,175,0,1
74,74,66,79,62,92,87,82,71,47,191,0,0
83,64,74,92,55,100,91,95,18,89,126,0,0
57,57,57,65,70,89,70,62,58,66,119,0,1
71,57,59,56,50,100,72,45,67,38,170,0,1
59,64,45,58,54,94,86,78,74,60,176,0,1
74,64,59,72,67,79,58,96,84,81,194,0,1
61,67,64,71,59,95,96,25,76,40,103,0,0
72,64,69,77,67,100,44,75,81,50,148,0,0
74,67,55,80,67,72,68,87,86,40,154,0,0
70,67,68,80,75,94,76,92,90,28,166,0,0
76,60,69,74,71,98,95,48,83,65,152,0,0
77,62,61,72,43,100,88,72,7,42,188,0,0
70,57,66,71,57,85,75,81,58,83,149,0,1
83,74,76,92,80,95,74,92,82,87,196,0,0
67,54,50,71,53,90,85,94,82,92,186,0,1
97,74,62,87,90,98,97,83,97,85,148,0,0
87,64,60,91,76,100,97,75,89,100,118,0,0
74,67,69,77,67,98,93,91,86,96,193,0,1
62,64,66,62,59,69,96,75,70,95,156,0,1
64,70,58,62,59,79,83,72,83,44,193,0,1
60,56,59,71,43,96,86,47,29,69,197,0,1
93,67,62,82,78,100,99,74,85,64,142,0,0
74,72,64,78,55,99,76,81,74,94,176,0,1
62,64,69,59,60,98,59,77,66,78,173,0,1
65,64,69,71,73,55,77,29,81,51,133,0,0
69,62,68,79,78,85,81,58,92,49,154,0,0
59,72,66,56,75,76,71,57,84,34,154,0,0
71,64,59,71,71,92,65,23,72,32,32,0,0
72,54,61,80,49,99,82,1,66,78,146,0,0
77,55,66,72,60,94,97,94,73,0,204,0,0
54,70,62,78,62,90,72,75,81,98,152,0,1
69,79,74,74,60,95,98,97,89,90,195,0,1
70,59,60,66,49,92,59,81,56,84,115,0,1
70,67,60,62,54,98,67,81,44,67,67,0,0
67,59,64,75,65,91,97,35,74,7,151,0,0
58,69,74,72,70,82,75,78,54,12,156,0,0
59,70,66,65,48,91,74,89,45,70,159,0,1
74,62,59,72,73,96,59,59,76,22,127,0,0
82,55,69,81,54,100,82,70,76,0,182,0,0
62,57,60,65,70,93,69,64,86,50,146,0,1
65,52,59,61,55,94,66,92,49,63,197,0,1
68,58,57,77,73,97,91,80,92,76,110,0,1
100,74,82,87,85,95,99,93,99,0,202,0,0
69,74,74,72,73,89,89,95,70,97,180,0,1
82,79,83,91,90,92,97,87,98,97,212,0,0
56,59,50,65,57,88,71,69,78,92,92,0,1
75,70,66,68,64,97,85,98,84,45,176,0,1
100,79,89,87,78,91,83,21,96,91,184,0,0
74,85,77,91,67,99,85,97,81,19,204,0,0
67,54,57,68,75,98,62,83,94,90,180,0,1
66,56,58,69,67,100,74,8,65,94,78,0,0
75,59,52,68,65,100,100,91,92,63,158,0,1
56,64,64,71,59,95,62,88,81,22,22,0,0
79,56,69,77,57,100,72,62,42,12,195,0,0
79,70,66,71,59,94,47,29,80,25,25,0,0
64,67,64,65,54,52,56,68,89,39,108,0,0
74,77,66,81,75,94,95,85,99,41,179,0,0
56,60,55,58,59,96,27,73,58,93,93,0,1
57,53,57,54,59,39,93,99,70,9,162,0,1
64,74,69,65,65,84,98,91,74,94,212,0,1
71,67,64,68,76,96,79,95,94,96,181,0,1
66,74,77,72,52,68,97,98,68,88,153,0,1
66,60,61,71,57,95,86,94,88,94,184,0,1
65,64,66,71,62,92,85,92,87,92,188,0,1
77,74,72,67,58,96,83,54,76,39,164,0,0
65,64,61,66,42,93,53,52,38,98,163,0,1
64,55,69,61,57,79,59,72,68,100,170,0,1
66,64,74,64,68,71,81,89,88,66,152,0,1
71,52,57,64,44,72,53,82,50,87,87,0,1
64,64,60,74,67,89,75,7,96,11,162,0,0
70,64,64,71,68,100,28,64,59,63,192,0,0
66,59,57,68,76,87,71,59,72,98,189,0,1
61,55,55,56,58,81,77,71,90,56,114,0,1
72,77,89,78,65,99,98,92,88,30,192,0,0
61,60,58,62,41,93,81,88,90,59,162,0,1
62,57,53,58,68,100,51,88,69,44,190,0,1
70,62,64,64,59,96,95,90,61,5,134,0,0
67,59,55,68,49,62,52,85,74,43,155,0,1
76,59,68,70,49,98,89,93,84,81,206,0,1
56,72,58,68,67,73,96,94,90,72,214,0,1
55,54,57,54,52,57,90,81,70,55,150,0,1
70,72,71,71,52,78,86,96,78,18,196,0,0
72,64,59,71,49,91,72,78,80,70,160,0,1
59,64,56,66,50,94,97,80,60,82,187,0,1
64,76,83,65,60,78,78,93,79,47,109,0,0
66,74,71,64,42,61,82,82,63,26,151,0,0
83,70,64,80,57,100,89,98,87,61,153,0,1
71,69,74,71,76,88,96,95,98,94,162,0,1
50,77,68,61,59,97,87,91,61,45,174,0,1
87,56,66,83,82,100,66,55,95,18,145,0,0
70,62,62,75,62,68,86,75,71,7,178,0,0
69,55,58,59,60,90,87,74,73,97,175,0,1
77,67,72,75,78,88,63,80,93,10,155,0,0
65,64,72,78,62,97,93,18,36,23,171,0,0
66,69,83,77,62,92,98,98,76,60,192,0,1
76,64,62,70,62,96,88,94,79,32,200,0,1
80,74,66,72,67,95,96,87,84,36,169,0,0
87,98,71,81,64,98,70,92,87,53,180,0,0
56,64,69,65,65,79,96,65,82,96,161,0,1
62,66,65,67,58,63,86,73,58,34,158,0,0
59,57,52,58,52,85,77,85,79,23,182,0,1
64,70,71,77,71,97,96,70,86,95,170,0,1
74,74,89,83,80,95,100,98,96,96,207,0,0
60,58,74,67,60,95,91,54,38,13,159,0,0
59,51,65,65,46,94,66,91,24,50,170,0,1
54,62,69,61,55,77,74,1,87,76,157,0,0
67,62,64,59,62,87,76,87,76,88,186,0,1
70,64,66,85,78,92,72,53,98,0,153,0,0
73,62,74,69,75,96,81,84,83,7,134,0,0
74,60,57,65,62,94,52,91,94,59,219,0,1
70,77,68,78,62,86,98,100,76,60,158,0,1
74,70,72,72,76,93,100,97,96,12,202,0,0
71,62,66,74,70,99,73,67,94,75,156,0,1
62,67,59,69,68,96,55,33,97,93,138,0,1
73,62,64,58,50,96,70,87,54,46,166,0,1
76,56,62,87,65,81,55,89,86,91,180,0,1
73,58,62,64,62,97,57,70,47,22,175,0,0
77,64,64,91,67,84,82,96,84,85,169,0,1
57,55,64,67,60,88,62,94,71,44,161,0,1
61,58,60,60,43,88,66,91,38,74,74,0,1
77,60,69,67,64,97,73,61,81,32,32,0,0
61,70,62,52,65,55,62,78,85,10,158,0,0
64,67,64,55,85,86,58,38,98,83,83,0,0
69,53,57,47,59,95,98,55,76,40,40,0,1
66,49,52,58,62,83,74,69,79,6,168,0,1
77,70,59,74,65,94,83,21,80,98,101,0,0
64,52,65,70,59,77,57,73,66,92,158,0,1
65,62,68,65,70,75,83,87,73,92,173,0,1
77,74,76,77,76,98,87,85,93,13,180,0,0
56,57,59,68,68,88,67,74,85,67,150,0,1
66,60,64,64,71,79,75,42,84,60,145,0,0
57,64,66,67,68,87,92,85,77,92,77,0,1
62,67,59,69,58,91,97,93,83,13,194,0,1
49,64,72,65,64,91,85,2,82,51,161,0,0
62,58,59,68,53,86,51,90,59,76,138,0,1
62,57,59,59,58,81,44,69,58,90,152,0,1
80,81,69,86,75,100,90,96,88,98,96,0,0
65,68,71,71,80,86,91,94,89,18,174,0,0
82,70,74,85,75,99,88,65,91,53,159,0,0
69,62,66,64,67,89,85,93,85,54,93,0,1
53,64,64,61,49,97,74,97,67,74,150,0,1
66,56,60,55,57,98,59,72,80,57,182,0,1
74,68,68,78,82,87,79,93,93,100,167,0,1
84,64,72,79,65,89,97,90,91,24,164,0,0
77,56,66,69,57,96,78,61,79,48,177,0,1
72,59,66,71,65,86,83,88,76,9,192,0,0
65,62,59,48,59,84,66,87,66,10,173,0,1
99,85,89,75,80,100,97,100,98,50,211,0,0
58,62,69,58,48,91,78,83,69,87,185,0,1
68,53,48,71,58,96,79,15,74,93,157,0,1
66,53,61,67,75,49,72,71,91,71,169,0,1
62,59,59,65,70,84,98,76,71,73,140,0,1
86,68,66,100,68,98,74,78,80,76,66,0,0
73,60,66,77,62,94,96,83,79,30,138,0,0
77,67,64,77,76,82,52,39,94,92,161,0,0
89,70,61,72,76,91,77,74,90,54,139,0,0
64,62,64,62,78,22,90,85,98,19,125,0,0
88,100,77,83,70,97,96,98,89,79,202,0,0
73,67,62,77,78,86,88,10,88,89,142,0,0
60,48,52,54,64,96,80,29,96,13,161,0,1
62,64,72,69,60,90,84,55,64,46,156,0,0
64,60,60,58,52,93,59,82,78,89,164,0,1
69,62,66,72,82,62,5,83,94,8,106,0,0
100,98,90,100,90,100,97,99,100,35,205,0,0
87,64,66,81,73,99,69,81,79,96,186,0,0
76,58,62,67,65,76,80,49,59,92,126,0,0
68,62,64,69,60,98,65,61,64,39,178,0,0
78,77,72,85,75,98,93,99,95,73,181,0,0
72,79,66,80,82,88,83,43,89,14,154,0,0
61,60,55,64,65,90,67,73,94,48,213,0,1
77,62,66,77,75,99,93,85,98,74,184,0,1
59,74,68,67,65,81,88,51,75,35,157,0,0
59,60,57,60,54,94,75,25,73,91,149,0,1
74,62,53,63,65,90,84,74,96,87,160,0,1
70,64,64,85,67,98,92,92,81,95,114,0,1
79,64,53,75,73,89,90,87,94,0,155,0,0
53,59,60,59,65,69,88,70,82,80,156,0,1
76,74,74,83,75,93,88,95,95,58,190,0,0
67,57,55,63,73,81,67,79,94,75,80,0,1
85,76,69,100,95,99,72,96,93,59,214,0,0
71,60,66,79,90,99,96,73,92,88,183,0,1
75,67,64,72,65,58,59,67,87,83,160,0,0
53,54,55,47,46,86,39,65,73,90,142,0,1
70,54,58,59,49,82,75,92,47,93,216,0,1
64,62,59,59,70,68,65,31,89,29,165,0,0
79,74,59,60,71,95,85,18,90,46,92,0,0
71,60,62,60,70,91,57,65,98,26,147,0,0
66,70,64,70,62,89,63,34,66,88,148,0,0
76,54,65,70,58,92,51,62,39,36,168,0,0
77,64,64,74,65,98,65,71,73,81,153,0,1
64,60,65,58,50,85,76,80,88,23,155,0,1
80,66,83,92,78,98,99,100,100,62,178,0,0
72,66,69,72,65,99,100,95,72,97,183,0,1
59,67,60,59,59,89,73,22,73,93,154,0,1
76,69,71,70,68,98,97,83,96,86,146,0,1
61,49,55,54,58,84,88,75,75,46,156,0,1
62,68,64,73,82,84,98,78,81,39,149,0,0
55,58,62,58,52,49,84,90,64,82,174,0,1
70,64,58,75,73,65,71,87,94,66,149,0,1
66,67,66,72,59,89,67,39,64,74,180,0,0
74,67,69,71,67,87,54,82,94,94,134,0,1
66,79,82,77,85,93,81,83,91,92,108,0,0
74,74,89,83,76,94,98,91,99,72,182,0,0
61,67,66,62,67,51,71,42,95,31,119,0,0
55,67,68,65,57,78,81,77,85,59,162,0,1
57,62,60,64,58,77,69,69,88,42,166,0,1
69,67,68,70,71,95,82,64,79,22,143,0,0
66,60,65,72,58,97,46,68,82,34,193,0,0
80,62,62,67,59,99,87,84,68,79,191,0,1
71,70,61,77,65,69,57,55,84,15,180,0,0
57,66,62,56,80,92,95,4,96,17,180,0,0
58,79,76,69,67,75,98,54,78,100,166,0,1
77,87,64,79,76,90,60,99,87,91,143,0,0
52,62,59,71,65,83,71,56,72,34,170,0,0
57,60,59,55,80,88,86,95,93,40,159,0,1
72,64,66,69,80,94,62,70,93,9,159,0,0
75,64,60,67,65,99,83,91,85,47,47,0,0
70,52,53,66,71,91,54,59,78,29,29,0,0
71,64,83,62,62,100,85,99,54,24,99,0,0
67,59,62,59,64,90,76,80,81,54,54,0,1
58,41,53,58,68,80,66,96,74,86,86,0,1
66,70,66,61,64,87,92,69,65,53,172,0,1
61,64,64,56,59,64,64,60,75,87,60,0,0
78,100,83,81,78,94,96,95,94,6,234,0,0
70,59,61,71,71,90,31,31,87,84,169,0,0
66,70,77,72,62,93,94,85,95,39,208,0,1
73,74,64,75,60,78,57,32,75,92,32,0,0
69,62,66,64,76,96,94,99,97,59,99,0,1
74,56,59,61,82,87,45,73,98,99,148,0,1
79,66,69,77,65,93,73,91,49,5,152,0,0
66,57,64,68,75,89,66,74,95,38,161,0,1
93,67,77,79,64,89,88,95,77,24,189,0,0
74,72,71,75,59,77,64,62,56,70,70,0,0
71,67,62,81,67,98,100,95,89,55,165,0,1
57,67,66,55,75,88,61,90,89,68,164,0,1
58,64,62,67,78,98,85,94,85,73,94,0,1
54,60,62,58,62,91,68,90,78,42,42,0,1
73,60,63,64,60,100,80,81,90,7,81,0,0
77,74,69,70,58,99,76,85,69,33,85,0,0
70,62,69,77,58,100,31,28,57,78,155,0,0
50,62,66,65,60,83,46,83,90,81,151,0,1
52,62,59,62,57,90,45,94,93,99,147,0,1
55,64,64,60,64,83,43,74,74,71,120,0,1
62,64,64,66,64,71,71,70,67,67,177,0,1
88,100,82,92,76,99,97,97,93,96,96,0,0
93,74,71,79,70,88,76,83,78,0,83,0,0
80,74,74,86,85,98,96,93,89,100,178,0,0
64,72,69,65,71,72,92,10,90,92,92,0,0
60,68,64,58,76,90,72,83,86,33,165,0,1
66,67,66,64,62,100,72,95,79,20,95,0,0
57,64,65,52,58,77,82,79,48,50,183,0,1
61,57,58,65,49,88,10,78,82,44,180,0,1
62,62,55,64,73,91,52,94,82,90,146,0,1
70,62,61,65,57,93,59,78,68,55,166,0,1
76,74,68,71,70,99,92,91,93,66,199,0,1
75,68,66,75,57,90,99,100,90,85,100,0,1
56,59,56,58,63,76,92,93,88,15,88,0,1
67,71,59,63,55,76,78,88,66,40,40,0,0
80,70,64,74,76,100,93,77,80,60,161,0,0
64,58,69,58,67,83,75,100,84,65,184,0,1
69,64,65,67,78,97,69,33,94,80,144,0,0
70,74,71,75,64,91,75,93,78,3,187,0,0
56,67,69,71,73,78,93,64,81,37,176,0,0
47,54,59,63,50,95,50,80,41,72,72,0,1
55,62,64,55,55,70,87,69,55,94,163,0,1
66,62,69,64,70,85,83,42,86,22,129,0,0
76,72,74,83,85,100,100,99,94,33,186,0,0
74,72,71,85,78,99,89,95,89,86,95,0,0
64,64,81,56,70,79,83,71,88,61,71,0,0
74,70,66,83,58,100,96,77,72,40,77,0,0
62,62,69,68,68,91,56,81,89,12,201,0,0
62,70,66,72,76,94,91,70,93,31,93,0,0
64,64,66,70,53,97,78,72,49,38,72,0,0
66,64,76,86,65,93,80,64,91,80,64,0,0
58,56,52,57,48,100,89,38,64,88,64,0,1
83,62,66,71,65,99,86,79,63,0,151,0,0
67,68,68,68,68,95,80,82,90,40,190,0,1
65,68,61,73,62,97,94,93,75,18,179,0,1
92,67,69,77,76,94,75,91,91,21,184,0,0
71,67,74,75,82,97,69,76,95,75,200,0,0
71,57,69,73,64,81,88,77,70,95,147,0,1
64,62,66,56,82,84,67,31,94,10,143,0,0
64,57,61,67,65,40,61,70,79,31,169,0,0
73,79,68,80,78,86,94,91,97,53,53,0,0
72,71,59,63,55,87,88,80,72,16,195,0,1
85,62,60,74,58,95,59,60,66,93,60,0,0
75,64,74,59,67,95,65,67,98,66,175,0,1
66,64,62,67,71,96,80,99,89,66,195,0,1
57,70,71,64,54,82,78,90,78,33,162,0,1
66,52,59,61,57,57,94,82,68,70,146,0,1
66,47,61,52,52,79,86,74,55,99,152,0,1
77,87,69,80,78,99,89,97,95,75,205,0,0
62,55,56,63,65,67,83,82,87,94,170,0,1
56,60,64,62,60,80,56,58,70,31,144,0,0
70,72,77,85,90,90,98,96,98,51,190,0,0
77,72,66,81,75,69,34,80,96,90,90,0,0
87,68,74,100,90,98,89,92,95,76,153,0,0
62,62,52,69,55,93,51,57,82,58,131,0,1
73,64,68,72,67,91,93,91,89,33,91,0,0
77,74,69,72,76,99,100,94,95,61,186,0,1
70,68,77,66,82,97,83,89,95,97,89,0,1
68,64,68,80,57,92,94,96,68,68,184,0,1
59,58,60,62,45,75,89,81,89,71,89,0,1
61,64,58,69,49,94,88,83,61,12,12,0,0
56,59,69,63,70,99,56,52,83,34,34,0,0
54,79,55,55,59,91,95,73,72,43,43,0,1
76,89,96,100,80,100,100,96,99,95,197,0,0
100,72,68,100,95,100,89,12,99,33,189,0,0
79,64,66,77,75,99,93,92,95,61,202,0,1
80,79,77,77,85,100,90,92,100,68,192,0,0
80,67,64,86,82,94,89,91,97,80,91,0,0
79,64,57,72,76,71,67,36,89,95,36,0,0
64,60,58,61,78,88,86,15,93,98,98,0,0
78,85,69,81,80,98,97,95,91,75,188,0,0
65,85,72,85,90,98,98,99,100,75,202,0,0
72,64,69,71,59,99,96,90,83,50,101,0,1
80,64,68,82,76,97,63,91,94,0,91,0,0
57,54,61,64,65,86,82,84,96,40,169,0,1
58,74,66,55,62,89,89,99,88,89,99,0,1
61,62,62,61,73,89,67,80,58,85,155,0,1
56,57,53,61,71,65,49,57,73,70,180,0,1
69,67,69,70,58,90,100,80,71,72,80,0,1
56,85,66,68,71,88,95,86,71,45,86,0,0
59,62,62,65,75,37,53,54,83,72,158,0,0
56,62,57,65,50,80,99,89,84,7,171,0,1
66,64,64,72,64,94,78,47,89,86,164,0,1
76,67,71,65,75,83,49,43,79,76,43,0,0
70,74,74,75,80,95,96,45,87,79,45,0,0
87,60,64,80,80,100,97,94,95,24,209,0,0
70,68,69,65,60,63,68,75,75,80,147,0,0
61,74,62,64,76,85,61,67,96,77,144,0,1
96,85,82,81,95,100,99,100,100,89,212,0,0
77,72,66,91,95,91,100,94,96,77,96,0,0
77,68,68,85,64,96,79,67,77,29,67,0,0
58,64,59,74,49,87,91,83,62,20,184,0,1
85,72,96,68,78,91,99,100,99,90,183,0,0
83,60,60,80,59,95,77,96,73,26,96,0,0
55,52,57,66,48,99,76,75,57,55,55,0,1
75,67,66,68,58,95,72,4,62,85,167,0,0
85,67,66,74,73,98,89,99,94,6,149,0,0
59,64,60,67,67,52,88,79,80,42,42,0,0
69,57,61,72,57,100,98,93,77,87,210,0,1
96,74,83,100,85,100,100,98,97,88,195,0,0
70,64,64,92,75,82,88,74,85,93,74,0,0
86,77,76,91,73,100,95,86,88,73,187,0,0
57,72,69,54,73,87,90,97,88,82,97,0,1
82,77,74,85,82,100,84,88,98,98,88,0,0
75,52,66,85,75,90,92,88,98,100,198,0,1
87,87,81,77,90,99,100,94,99,66,190,0,0
65,72,68,68,58,74,69,33,64,22,22,0,0
62,64,61,68,64,97,77,75,61,19,97,0,0
66,64,62,68,95,79,99,53,93,72,53,0,0
55,52,50,59,90,66,58,18,93,93,119,0,0
58,62,57,53,73,83,83,77,93,74,144,0,1
58,55,64,67,60,95,93,83,75,67,195,0,1
65,54,59,75,53,99,83,80,30,37,37,0,0
62,70,69,77,60,85,74,93,82,77,93,0,1
49,67,60,60,53,55,71,45,74,93,172,0,1
72,50,55,65,62,60,77,72,86,89,164,0,1
64,70,81,68,60,98,85,99,69,22,213,0,0
73,70,66,75,53,93,98,46,64,75,204,0,1
62,59,64,71,70,77,86,62,79,71,79,0,0
51,53,53,68,53,91,80,46,85,57,85,0,1
64,79,71,65,62,93,87,81,77,71,71,0,0
51,60,57,57,41,93,63,51,52,87,180,0,1
69,58,53,68,75,91,86,66,92,74,74,0,1
53,64,62,54,55,87,90,70,54,37,70,0,1
82,67,53,81,80,94,96,78,93,68,78,0,0
73,64,68,75,46,95,77,77,78,2,2,0,0
75,68,72,91,64,93,93,91,90,46,91,0,0
67,62,62,68,76,93,85,83,94,97,97,0,1
72,60,59,65,75,100,79,14,91,35,129,0,0
75,79,77,79,85,100,97,77,99,84,77,0,0
80,79,77,70,80,90,95,77,87,49,77,0,0
59,74,69,73,71,81,79,86,87,82,170,0,1
68,60,58,58,65,90,37,64,83,53,141,0,0
60,62,65,60,85,88,76,95,93,91,178,0,1
74,68,68,71,73,93,89,94,94,49,173,0,1
59,62,68,68,67,89,74,96,82,59,59,0,1
61,64,68,67,68,97,93,94,86,37,86,0,1
62,68,66,63,60,77,87,26,80,98,155,0,1
59,62,66,66,62,78,82,75,98,98,191,0,1
58,57,61,64,50,85,58,80,80,18,155,0,1
66,49,58,65,75,95,71,72,87,74,72,0,1
60,68,59,59,60,78,63,74,87,86,188,0,1
82,64,74,68,95,93,86,98,97,80,174,0,0
64,64,66,65,76,52,65,76,96,43,162,0,0
69,67,58,61,70,99,61,81,91,3,149,0,0
76,62,66,67,75,99,77,86,87,57,86,0,0
56,59,58,63,49,97,57,90,63,23,187,0,1
59,64,66,61,57,85,75,53,63,15,181,0,0
62,64,72,68,80,67,84,16,88,2,153,0,0
77,62,62,71,48,100,68,66,78,7,66,0,0
